row ID,row m/z,row retention time,intensity_measure,AlgCoPs_Plate1_Well_L6_P1-B-2_01_22929.mzXML Peak area,AlgCoPs_Plate1_Well_L16_P1-B-4_01_22931.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L10_P1-A-8_01_22925.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L8_P1-A-7_01_22924.mzXML Peak area,AlgMedVibMono_Plate2_Well_L9_P1-A-7_01_22879.mzXML Peak area,AlgMedPsMono_Plate2_Well_L6_P1-B-2_01_22882.mzXML Peak area,HalCoAlgae_Plate1_Well_U7_P1-D-6_01_22957.mzXML Peak area,BacMediaAlgaMonoPlate1_WellU13_P1-C-3_01_22940.mzXML Peak area,AlgMedPsMono_Plate2_Well_L3_P1-B-1_01_22881.mzXML Peak area,BacMediaAlgaMonoPlate1_WellU15_P1-C-4_01_22941.mzXML Peak area,HalCoAlgae_Plate1_Well_U2_P1-D-5_01_22956.mzXML Peak area,AlgMedVibMono_Plate2_Well_L8_P1-A-6_01_22878.mzXML Peak area,AlgaeMono_Plate1_Well_L15_P1-A-4_01_22920.mzXML Peak area,HalMono_Plate2_Well_U5_P1-D-5_01_22911.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L5_P1-A-6_01_22923.mzXML Peak area,BactMediaCntrl_Plate2_Well_U4_P1-C-2_01_22893.mzXML Peak area,AlgCoHalo_Plate1_Well_L7_P1-B-6_01_22934.mzXML Peak area,AlgaeMediaCntr_Plate2_Well_L13_P1-A-3_01_22867.mzXML Peak area,AlgCoPs_Plate1_Well_L1_P1-B-1_01_22928.mzXML Peak area,AlgMedHalMono_Plate2_Well_L5_P1-B-5_01_22886.mzXML Peak area,AlgCoPs_Plate1_Well_L11_P1-B-3_01_22930.mzXML Peak area,PsCoAlgae_Plate1_Well_U1_P1-D-1_01_22951.mzXML Peak area,AlgCoHalo_Plate1_Well_L14_P1-B-8_01_22936.mzXML Peak area,HalMono_Plate2_Well_U10_P1-D-7_01_22913.mzXML Peak area,PsMono_Plate2_Well_U14_P1-D-4_01_22909.mzXML Peak area,HalMono_Plate2_Well_U15_P1-D-8_01_22914.mzXML Peak area,AlgaeMono_Plate1_Well_L4_P1-A-1_01_22917.mzXML Peak area,VibCoAlgae_Plate1_Well_U3_P1-C-5_01_22945.mzXML Peak area,PsCoAlgae_Plate1_Well_U16_P1-D-4_01_22954.mzXML Peak area,AlgaeCoVibrio_Plate1_Well_L3_P1-A-5_01_22922.mzXML Peak area,PsMono_Plate2_Well_U12_P1-D-3_01_22908.mzXML Peak area,VibMono_Plate2_Well_U2_P1-C-5_01_22897.mzXML Peak area,BactMediaCntrl_Plate2_Well_U16_P1-C-4_01_22895.mzXML Peak area,VibMono_Plate2_Well_U8_P1-C-6_01_22898.mzXML Peak area,HalMono_Plate2_Well_U7_P1-D-6_01_22912.mzXML Peak area,VibCoAlgae_Plate1_Well_U8_P1-C-7_01_22947.mzXML Peak area,BacMediaAlgaMonoPlate1_Well_U4_P1-C-1_01_22938.mzXML Peak area,PsCoAlgae_Plate1_Well_U11_P1-D-3_01_22953.mzXML Peak area,AlgCoHalo_Plate1_Well_L12_P1-B-7_01_22935.mzXML Peak area,PsMono_Plate2_Well_U3_P1-D-1_01_22906.mzXML Peak area,VibCoAlgae_Plate1_Well_U5_P1-C-6_01_22946.mzXML Peak area,AlgMedHalMono_Plate2_Well_L15_P1-B-8_01_22889.mzXML Peak area,VibMono_Plate2_Well_U9_P1-C-7_01_22899.mzXML Peak area,PsCoAlgae_Plate1_Well_U6_P1-D-2_01_22952.mzXML Peak area,AlgCoHalo_Plate1_Well_L2_P1-B-5_01_22933.mzXML Peak area,VibCoAlgae_Plate1_Well_U10_P1-C-8_01_22948.mzXML Peak area,BactMediaCntrl_Plate2_Well_U1_P1-C-1_01_22892.mzXML Peak area,VibMono_Plate2_Well_U11_P1-C-8_01_22900.mzXML Peak area,AlgaeMono_Plate1_Well_L9_P1-A-2_01_22918.mzXML Peak area,HalCoAlgae_Plate1_Well_U14_P1-D-7_01_22958.mzXML Peak area,BactMediaCntrl_Plate2_Well_U13_P1-C-3_01_22894.mzXML Peak area,BacMediaAlgaMonoPlate1_Well_U9_P1-C-2_01_22939.mzXML Peak area,PsMono_Plate2_Well_U6_P1-D-2_01_22907.mzXML Peak area,AlgMedVibMono_Plate2_Well_L11_P1-A-8_01_22880.mzXML Peak area,AlgMedHalMono_Plate2_Well_L7_P1-B-6_01_22887.mzXML Peak area,AlgMedPsMono_Plate2_Well_L14_P1-B-4_01_22884.mzXML Peak area,AlgMedVibMono_Plate2_Well_L2_P1-A-5_01_22877.mzXML Peak area,AlgMedHalMono_Plate2_Well_L10_P1-B-7_01_22888.mzXML Peak area,AlgaeMono_Plate1_Well_L13_P1-A-3_01_22919.mzXML Peak area,AlgaeMediaCntrl_Plate2_Well_L1_P1-A-1_01_22873.mzXML Peak area,AlgMedPsMono_Plate2_Well_L12_P1-B-3_01_22883.mzXML Peak area,AlgaeMediaCntr_Plate2_Well_L16_P1-A-4_01_22870.mzXML Peak area,AlgaeMediaCntr_Plate2_Well_L4_P1-A-2_01_22866.mzXML Peak area,AlgaeMediaCntrl_Plate2_Well_L1_P1-A-1_01_22865.mzXML Peak area,Unnamed: 67
379,240.23200345039368,18.932389843749995,area,315640.5240000014,288804.70350000414,447488.54250000056,316911.9384999983,187262.32249999983,317631.5850000021,276851.4550000012,358836.8444999972,445871.19050000346,377561.1195000009,424806.6150000034,363756.5794999983,300755.15650000283,329185.0869999997,391907.7055000016,281814.5445000005,352173.1684999989,213949.9344999984,230407.0980000039,331002.0884999969,379141.0649999997,302873.1054999986,241810.503999998,360882.356499999,444348.2335000031,376232.9865000023,303689.78400000214,203158.96550000104,279743.2715000014,177630.422000001,430741.6084999996,276695.1119999973,177275.11750000066,326708.93700000155,464141.239000001,371817.089499996,193625.06199999893,257964.2399999995,242002.5134999992,561044.3840000049,169204.42699999944,399491.8304999989,308904.24100000114,268741.6985000011,387939.2960000022,253113.7779999975,539573.3274999969,358104.6939999973,396508.9724999955,205255.842,324474.498999998,196180.5495000024,441955.81899999885,386293.4629999943,381445.874500002,468374.4964999986,316580.5075000011,504160.3999999995,86924.83900000088,405237.7935000028,360465.8824999996,572090.8265000012,312210.70050000004,382908.076499998,
380,309.1240551288311,7.722223076923076,area,184804.1925,248824.58300000028,0.0,0.0,0.0,251056.51949999935,0.0,0.0,175885.4970000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282730.52650000143,796967.5059999987,235175.6155000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721007.0469999997,0.0,0.0,204837.41200000088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358873.1430000014,246515.2059999999,0.0,308132.55600000004,0.0,0.0,322652.4755000001,0.0,0.0,0.0,
382,309.16433885362414,8.0742,area,169136.37600000264,105372.8845000018,0.0,0.0,0.0,88804.6259999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333073.5970000043,0.0,319554.8360000035,84047.88149999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83156.10499999938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103691.05699999882,0.0,0.0,0.0,0.0,189605.1070000012,0.0,0.0,0.0,
384,381.2971556186676,17.45533125,area,275092.60249999986,242890.83000000103,120623.25100000016,92765.68550000156,811168.1084999912,968301.9860000046,381834.708500005,371543.25650000025,1364081.481500012,510607.7040000046,329901.6524999972,2452951.824999998,206272.53350000057,598862.681499997,192659.8290000029,353000.6514999968,117922.12499999984,647100.6415000011,176679.89150000009,739267.472499995,553010.9129999998,333621.9815000016,233972.52199999816,322336.47450000205,375462.7909999968,321402.44900000293,215372.79799999925,789084.5609999975,264487.5159999997,252684.2799999976,351620.07100000314,714566.8749999995,342345.24450000096,1065730.010999999,675281.7679999999,490461.4440000014,707898.1669999952,304341.20000000024,213429.2584999973,315460.39050000056,486819.8320000006,920324.0605000044,667191.7909999986,647679.3760000077,335557.9140000005,516065.4635000015,341823.54949999927,1203915.7665,166881.03450000242,250736.5210000007,819233.7110000096,318048.0174999999,828533.1325000022,1279038.1550000054,2038129.8584999896,742086.1290000016,809098.2794999917,1122077.4695000069,461536.5825000005,1899602.1979999868,776509.159499994,780911.8809999943,974126.4765000012,2181491.651000012,
385,337.10442553068464,11.687073099415208,area,178274.07799999946,137281.36800000138,0.0,163217.49949999937,152871.67350000102,2829130.590000004,631357.5339999965,89843.43750000157,292036.59699999803,0.0,311587.5639999995,119087.6704999992,0.0,469908.83749999816,200788.43650000068,490720.3600000049,172680.68500000134,132638.55099999942,494535.19300000096,0.0,316528.6059999995,178143.4675000009,151546.959000002,54424.36700000044,0.0,389731.3459999991,168288.51900000055,141361.27099999762,157040.56000000198,193249.9085000001,0.0,429663.75449999946,314597.3914999974,605327.7404999965,594648.5999999952,275028.6355000005,155335.2594999998,224489.07499999937,225087.45950000163,330392.1519999969,186850.82200000188,180119.5550000014,586377.0030000028,197906.8079999984,202290.9545000001,185644.2629999996,604001.7274999997,109314.60450000069,0.0,4803777.120500011,697200.0129999961,228095.56000000008,1074340.7630000024,571796.8700000024,90725.81300000106,1365821.618999998,300866.4835000009,1802317.953500001,193217.6134999992,125106.4904999996,1212057.6354999996,1182371.5430000017,4281535.119500004,128738.0444999993,
387,179.0637530622811,4.509781034482758,area,805534.443,467940.34250000014,145268.15500000052,142984.5620000004,100466.89500000032,0.0,901117.6485,111040.7440000001,778548.0904999997,631384.1679999995,456148.322,116947.87200000048,98322.90149999996,814396.6844999995,360625.4120000005,739591.635,50770.08799999987,110332.4665000001,1149839.8124999998,661153.0320000005,148105.004,1160654.1015000003,49082.94400000015,301446.6669999999,476858.703,1332586.633999999,174445.85549999968,369221.5515,12524.614500000174,628618.5045000004,366677.8815,545456.0834999997,1343254.5335000006,1452518.228500001,1403630.5390000013,783022.8689999997,1263980.0264999997,450953.0795,75378.51950000011,356940.6005000003,445279.2624999997,792236.2999999997,1130671.8689999997,803023.4384999998,607153.4425,678869.7769999992,151848.7345000002,6740.760000000256,0.0,411782.3144999998,62606.15500000021,564242.3494999997,1913464.697,180761.5220000004,583627.3645000004,0.0,441107.42950000026,0.0,65711.23349999991,117016.6705000001,0.0,0.0,2405798.331,102724.9795,
388,324.1912952769886,7.67814318181818,area,167730.42449999874,130130.00600000012,0.0,0.0,82619.2799999997,236420.8019999996,0.0,0.0,431838.9784999995,0.0,0.0,168832.61850000033,0.0,0.0,188796.56300000023,0.0,0.0,59936.71449999984,64645.24699999983,237085.9570000005,347786.39700000104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110695.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198083.89849999972,0.0,0.0,676713.8385000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191674.71250000043,195973.3079999999,299709.78299999976,216901.55449999945,384544.60499999946,0.0,71982.44650000034,448565.4404999976,0.0,0.0,84943.1985000002,
392,277.12836017030656,7.7221176767676765,area,145525.80150000044,301589.75200000044,159335.7485000002,336459.1020000011,712526.4645000006,145942.38899999968,0.0,0.0,440172.48550000106,0.0,0.0,365583.0019999997,267925.3185000002,0.0,418263.0639999985,0.0,292714.4485000003,723069.4565,350406.5720000015,282822.3409999994,305036.0504999997,0.0,425203.8365000017,0.0,0.0,0.0,355000.1749999996,0.0,0.0,374542.1279999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397532.94999999896,0.0,0.0,255131.5520000001,0.0,0.0,614235.1225000018,0.0,0.0,0.0,342430.0750000007,0.0,0.0,0.0,0.0,328249.7979999994,237586.49700000108,415912.45199999976,898820.0030000017,248889.41700000013,603940.8380000015,580455.6650000014,460491.84300000017,244047.07649999825,344454.3665000017,509332.61749999976,
393,355.28254164310925,15.153861403508776,area,579321.7464999997,378870.8895000003,374039.0949999996,255409.35199999937,0.0,4243436.387500003,1062046.968500001,224694.07550000068,1098591.9045000018,594169.9525000008,400567.10500000016,0.0,0.0,1183963.2069999997,0.0,1123154.492000001,149048.7815000003,317627.29900000035,938719.3755000002,1079209.6629999983,339264.3965000003,1267381.961499998,154606.13799999925,337539.87550000014,1586804.9580000006,0.0,228781.6729999994,1187801.783,425714.3255,542646.2404999994,1451063.1765,1383368.8989999995,976275.347500002,1370352.1830000023,1107824.6375000004,1182011.9510000015,1793496.598499999,487747.006499999,183204.69599999936,652514.1144999999,1084644.7659999998,488654.3014999999,1397233.1799999974,659498.0139999988,0.0,1184122.492500003,924480.124500001,1157841.541999997,117471.33550000068,498084.0060000005,1137443.2354999967,926930.6579999971,1199736.4674999968,587594.4284999999,599384.2324999986,6559647.767499998,895032.5659999988,4164087.6864999975,244831.1795,381914.9979999996,3737155.53000001,4847881.460500001,7249819.0965,0.0,
394,349.1828761100769,4.374783072916666,area,233547.76000000015,769753.3824999979,210921.9019999995,266461.9675000005,520216.9069999993,641107.8370000006,313368.3934999998,366709.1044999997,718808.1145000015,139899.00550000044,286478.88550000027,558702.1874999977,622436.5520000004,237029.8749999996,651404.8405000005,251757.6844999998,289325.9790000001,966551.4574999992,295002.45949999994,532542.5155000009,471786.3970000011,491775.33500000153,432426.72000000137,192368.65549999985,406855.8245000011,832058.8985000015,557760.2084999988,224779.1049999995,335786.537500001,481879.0769999996,412608.810499999,437003.0230000002,144283.5445000004,282434.0279999995,687410.0989999995,252307.5530000004,102100.7350000003,211349.12350000025,811421.7490000011,403452.0030000009,141205.84349999993,591417.7484999994,364642.7275,341378.6335000001,486437.2909999998,451350.1145000012,794693.2380000023,653359.3700000006,545743.7240000013,154547.8599999997,690677.5020000014,305597.987,495305.7089999989,477062.14249999856,512579.5885000006,592220.1355000014,490079.8655000005,448449.77399999934,527227.4350000006,880907.3189999994,709719.1570000006,787344.152,520610.15550000063,916783.5455000014,
395,406.179553638805,6.756252272727272,area,272717.206,240284.5654999998,0.0,0.0,0.0,438976.8720000004,0.0,0.0,263999.8919999999,0.0,92236.26149999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356171.6595000008,551887.0585000011,635576.4659999983,141301.86900000018,0.0,75345.81050000015,64585.67750000021,91960.11500000024,0.0,0.0,0.0,0.0,68898.41249999977,0.0,0.0,0.0,44146.09650000015,0.0,0.0,0.0,0.0,0.0,0.0,511612.5854999992,0.0,58335.79349999967,151252.89350000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50828.68200000013,0.0,375684.3400000005,358149.1989999997,0.0,718462.8329999993,0.0,0.0,782229.7755000001,0.0,0.0,0.0,
396,272.16067600250244,4.918140625,area,269334.0249999999,244650.6274999998,457910.8549999993,265627.5845000002,0.0,58012.63249999991,83788.73850000017,0.0,79810.56650000009,0.0,0.0,73706.91649999995,512714.0515000004,0.0,357450.22799999954,19208.2385,458637.2310000002,0.0,351573.4580000001,147971.0020000002,319925.1355000006,0.0,1087445.278,0.0,0.0,0.0,431882.1189999993,0.0,0.0,338052.13049999945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894282.9434999997,0.0,0.0,149083.85699999976,0.0,0.0,529801.9640000002,0.0,93898.7509999997,0.0,945277.9259999992,0.0,0.0,90098.44449999993,0.0,0.0,90892.96999999984,90237.50750000008,0.0,120452.5999999998,479409.1570000004,404136.5930000007,128911.72949999996,0.0,357793.2179999997,321021.45300000004,
397,236.0880970954895,11.304817708333337,area,1121425.0230000014,1293710.9409999996,1134688.3765,553038.0780000018,934366.0379999992,475388.48800000106,732128.3025000003,494981.8104999997,488556.3540000001,520566.6079999985,568407.1259999995,1134963.8284999975,1417763.3815,1024213.413,599101.1534999999,735032.5044999998,1146917.3614999987,734382.795500001,707356.793,1091577.6435000007,451279.3760000001,660563.8875000002,997354.552,898918.0194999983,840983.2860000004,790223.8654999984,909857.1255000014,557135.1989999991,703000.0519999998,538988.8295000005,693041.752999999,920093.5374999996,1320997.5340000002,1337747.325000001,747657.5880000009,585265.6314999997,792990.1295000004,786252.0354999991,1307604.944,1183423.0565000009,621036.0424999989,924372.8885000008,979580.5574999996,693437.1824999999,1617924.421,854609.1580000015,1234766.6454999992,898265.7735000007,1334162.4215000004,1082122.0859999994,1006261.5900000002,574810.0895000007,634740.4299999985,1010637.7009999988,824811.5480000002,542018.9870000004,877672.3430000001,415721.2040000001,1282006.1715,1176314.4664999994,448045.1009999994,906958.2470000002,638164.9864999996,1167398.6379999989,
400,281.22198648655666,5.476770921985816,area,146387.0124999995,155023.93700000073,405055.754500001,196864.3595000007,0.0,454333.7060000006,100635.9309999997,266145.36199999927,617403.9484999987,0.0,0.0,0.0,245468.57799999916,0.0,441948.1759999984,100208.64499999984,443311.0094999999,163538.5779999997,0.0,311979.5559999997,461573.9050000006,894508.7665000011,241397.12399999957,333014.9059999996,189503.0950000006,238359.88599999997,264812.21100000053,166386.83800000045,232906.41650000008,111016.93399999996,0.0,0.0,109208.73999999987,141675.73700000037,0.0,199256.6909999988,237522.11049999995,235658.00450000176,123781.35750000025,0.0,506683.5339999989,586190.1534999977,94882.09199999998,0.0,104960.1849999998,107782.1434999999,0.0,127799.21550000022,175822.76049999963,0.0,140730.25799999983,397606.6695000007,0.0,0.0,122527.11900000002,574092.726,186151.7344999985,841641.7899999989,217169.8170000008,0.0,591369.8734999993,182809.1900000006,164001.06250000114,0.0,
401,277.11832343207465,5.04838925925926,area,246673.74850000045,239660.3580000007,0.0,0.0,0.0,172887.606,547443.7079999998,432824.2840000004,1083957.119999999,0.0,426556.4059999996,1185276.8389999988,123000.36399999948,148512.79000000024,933092.321000002,165090.7149999996,0.0,0.0,0.0,422044.9649999999,460434.2439999992,235583.65300000028,226362.6715000001,253732.0605000001,125076.6874999998,1308917.4795000048,181558.24349999923,0.0,0.0,793749.7175,0.0,0.0,0.0,757565.5005000005,76241.55000000013,107940.67399999972,0.0,0.0,248154.36350000047,0.0,0.0,454434.8955000008,170198.31700000024,116789.33649999966,1113618.9865,274394.2220000001,92485.20250000038,440276.31700000085,304866.6665000008,89036.86550000033,858067.6000000001,634106.5424999992,0.0,1274799.9059999995,249212.57299999992,551980.4955000008,3620123.2344999984,1068983.9184999985,93014.13000000048,121966.2154999996,988011.228999998,0.0,0.0,68571.76749999993,
403,319.2991417778863,17.845889417989422,area,211697.85800000225,214114.03749999896,595048.3780000049,238419.18049999507,64482.71450000079,224538.95050000065,158506.02100000068,342702.8610000007,456191.2630000042,307014.69499999937,378605.0065000006,275978.546999998,161253.23449999967,243405.31599999813,367380.3399999994,180710.8444999992,269405.0369999991,76547.49649999899,142660.88399999938,246773.421999997,390889.1509999987,230276.915999998,130315.33800000034,314240.3680000025,390376.100500002,330298.3254999968,166444.77300000036,67528.50100000267,184940.82699999865,73215.69799999938,347805.74200000043,184660.8794999976,0.0,174539.32850000102,518050.2259999932,294640.42399999866,87369.06000000118,187129.39250000304,131503.50350000168,944666.4225000084,59520.961500000885,298512.19499999995,169985.4285000039,175673.59099999975,321135.4844999977,161435.84699999803,695936.5824999999,318998.8489999984,318063.9124999961,73906.00499999916,282275.10700000136,77307.9974999997,377813.2984999971,324726.9569999997,329829.77699999925,564414.7279999941,202635.5860000032,625107.8455000024,187947.5040000004,305341.6850000051,240203.99149999607,631996.7140000014,232610.84199999896,347613.1885000004,
404,336.1810579299927,20.357948437500003,area,144831.8505000038,152409.18700000632,0.0,0.0,0.0,1337158.9299999888,1278899.632499982,274064.2444999948,0.0,855764.8795000127,0.0,0.0,0.0,374603.64999998745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909820.2459999936,0.0,0.0,185646.89649999785,263991.8715,72261.65599999881,1713210.445500033,127546.34100000034,114386.24050000071,0.0,0.0,331670.8094999992,0.0,0.0,1143448.1950000022,4179961.3129999777,201402.70599999969,0.0,0.0,1350045.0420000085,0.0,0.0,2755540.9254999547,129246.88200000294,962589.9160000128,0.0,190781.5280000013,0.0,185412.99300000136,179450.45550000106,1627820.4049999907,297172.298500006,0.0,0.0,1049265.0589999678,0.0,1361641.7310000015,0.0,0.0,743593.1244999936,653545.5305000029,1307572.544499971,0.0,
405,158.15372212727866,8.974119576719577,area,321389.29149999993,384953.96450000064,329418.7590000001,391599.5819999992,1097704.5399999984,401745.78249999887,379576.8494999981,433971.992,1214961.6929999974,917703.7850000026,410291.2364999988,1111796.9534999996,0.0,361373.10349999886,262704.2279999992,465618.2519999977,305668.0794999999,1176278.862499996,293790.6449999996,1440341.3454999991,597860.9079999983,488301.5039999996,273738.79850000126,683410.8150000002,825281.4460000012,768338.8305000003,318155.7885000006,348131.97050000005,454036.591,443378.327000001,870548.3490000007,935276.5739999968,443314.1625000004,783494.3929999986,393064.0760000007,421035.7994999994,389269.11350000126,462479.5819999982,373236.6069999995,450908.4205000011,398123.1375000011,1042260.7484999994,428080.56499999965,375772.68149999983,430150.1744999985,623966.1494999992,393325.3009999992,404792.6694999992,266502.18049999845,832109.698499999,314842.463,346276.2135000011,361800.3764999996,905281.4999999976,1665552.808000001,834161.4449999982,766974.3135000004,1023452.6614999982,454580.3849999992,1103116.317499997,947605.8524999984,1027397.2565,276153.2110000005,1085943.1630000002,
406,272.2579552992335,13.374240880503152,area,996835.5249999982,712220.4554999997,437390.4234999997,744924.886000001,865728.6990000007,1244494.6255000012,476939.25950000016,112726.3384999995,3904421.556999997,1167895.105999999,297729.84250000014,1697804.9610000006,325179.88500000024,945042.1260000004,802007.9525000012,954984.4915000004,667684.3485000012,1006100.0205000014,0.0,1113246.163499999,0.0,367984.4395000002,414413.7020000001,176115.34049999987,765205.143,1468165.9725000013,408248.2934999999,354436.70050000004,162774.068,830496.0655000004,864608.1614999993,593762.1490000004,567457.952,1340131.1235000023,812786.7964999991,494552.6310000012,0.0,0.0,423497.6720000007,895968.3170000012,16325.218999999946,958499.2030000008,0.0,0.0,690954.8085,0.0,689627.1214999998,729082.1155000011,336658.1714999998,277627.70100000093,433270.1110000004,30981.54999999999,784890.3404999991,945126.2655000008,662329.1610000008,0.0,991619.6105000012,0.0,265749.1695000006,1493530.396499999,0.0,0.0,1012936.4194999988,1505448.707499999,
407,279.2316323557208,12.878472311827965,area,492555.9359999983,556787.956,9245.068500000132,45476.75750000028,28762.386999999748,3192889.7935000025,663762.0439999996,14673.1249999997,66818.90849999919,25872.472499999338,512637.9714999993,20490.356999999305,100802.36599999938,2777816.980500001,718498.2144999999,521306.0804999998,23605.805000000524,10070.334999999934,1033099.2144999998,64588.14000000044,332941.0100000007,751466.411500001,30800.842000000197,0.0,513840.8729999995,4506510.765499999,538145.5294999996,13807.41599999916,12262.36950000034,34108.97700000019,238529.44349999988,539354.6890000002,534534.2790000018,1488419.2354999995,0.0,592942.3925000005,542882.9475000009,351246.7374999998,61346.06050000085,594392.5189999999,34969.260000000206,253303.67200000025,1065315.3445000034,893164.9989999998,1282614.4675000014,47785.6615,11953.755500000008,423813.6230000005,12129.547500000252,7135.300999999924,411841.5244999994,582788.1230000014,1991955.6174999983,36428.30349999952,297212.77399999974,6092223.648999995,34635.86100000013,6313786.460000005,9140.669999999784,119886.65449999964,5258758.962500007,2799434.405500001,3206480.334499996,36041.25999999991,
408,281.1534904623931,17.615578930817613,area,188671.91099999967,379322.9199999957,298826.36850000493,284693.5270000036,0.0,1713046.3194999995,164258.4584999967,0.0,383747.00499999657,121271.90649999984,208352.58800000005,0.0,292568.3544999945,242959.7419999959,274556.1909999993,135854.9339999979,264528.3305000001,0.0,385704.5925000065,147214.25899999874,155649.08849999655,251045.80750000407,77790.32699999862,163057.3915000001,208377.9819999995,431227.80749999575,272384.88899999904,661732.827,0.0,407131.87000000296,281407.8624999991,778076.1810000082,0.0,1019078.2180000006,411396.8980000029,428744.1149999914,197006.0450000006,93711.41399999938,235160.5349999999,174760.90099999984,489623.9480000012,246195.8205000012,1316833.6309999917,296257.1765000002,184122.7105000018,579380.2784999982,0.0,808196.588999986,43597.65699999886,0.0,0.0,138515.6110000016,999899.6104999924,256312.54549999555,172943.66950000165,377637.4470000027,287298.98999999673,342933.2109999988,213657.5829999974,0.0,398559.6050000006,78370.67850000042,1780840.4585000016,0.0,
409,317.1718567965323,10.256369883040936,area,152989.39299999978,168988.14450000096,133574.55050000123,0.0,182425.4339999974,177431.19150000013,193250.28449999905,0.0,312237.87349999644,202058.87949999992,0.0,156936.942500001,136429.79200000086,198204.6949999995,176660.92250000022,216062.7209999996,172604.2505000006,184872.0344999993,0.0,243179.83399999983,0.0,127693.55899999854,95545.27800000024,140849.0769999981,200633.28999999983,188866.9989999998,159578.03300000308,159785.1020000009,152475.7380000026,119021.2299999989,193150.0784999997,133165.4365000012,155853.34049999816,198701.37299999787,143120.2519999992,158874.33149999724,150050.86350000105,192466.00949999923,136810.79450000022,146917.36900000044,138375.91949999842,260674.3470000012,232592.50849999895,164377.77899999937,278352.92549999856,0.0,201340.75600000264,248063.9199999973,154505.65399999887,182239.8739999999,217055.92749999813,126954.40099999888,146797.3400000006,159476.74800000052,217990.07949999807,0.0,161879.48150000314,166575.07049999994,150681.87699999864,267919.8984999985,154420.05099999902,173789.50599999813,249906.82449999917,277530.69549999974,
410,402.2635377248128,13.648013194444449,area,145385.8869999999,491422.7170000032,0.0,0.0,0.0,400701.6509999987,0.0,0.0,1700604.89200001,0.0,280600.9724999982,0.0,0.0,251037.0345000018,0.0,0.0,0.0,0.0,602748.2860000033,603017.1439999997,402896.66949999885,480786.8140000015,0.0,470407.1514999986,1386058.3704999993,974477.1914999936,0.0,0.0,0.0,0.0,2122670.2569999998,0.0,0.0,0.0,331018.2439999997,0.0,0.0,255156.8365000033,0.0,1163876.9975000054,0.0,755899.0794999968,0.0,331313.0834999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730639.271999992,0.0,568217.6954999977,653361.381500004,0.0,517520.96500000014,0.0,0.0,1849273.1495000056,0.0,0.0,0.0,
411,349.27064547331435,16.230111956521746,area,230909.38500000027,323148.1395000002,232443.77750000023,0.0,0.0,2807427.335500005,835234.5355000056,134386.21649999768,304154.7999999996,320042.6104999984,239236.9364999981,0.0,108262.335999996,896085.5164999949,163751.925999997,460786.47350000095,0.0,0.0,200360.4180000027,0.0,11751.060000000844,848170.679499998,0.0,0.0,210945.49899999943,171914.8955000032,0.0,813685.1145000096,0.0,142902.88100000212,0.0,461515.86350000615,217692.6989999988,680634.1784999967,499153.9624999958,789417.7474999964,1536089.3635000072,113045.5149999983,0.0,148525.8554999997,576840.780500001,0.0,723849.75850001,1094723.5989999978,91426.44100000209,618151.0069999978,207781.67550000272,389239.42000000505,0.0,81938.87600000168,320593.098499996,804022.3285000129,1345983.7675000168,0.0,69520.45149999877,2441760.2505,224533.94049999828,2140355.376000008,0.0,0.0,2223221.7670000107,1449072.9310000013,3307303.485000014,0.0,
